batch,path,path_b64,reviewed_object_id,start_line,end_line,symbol_id,role,reviewer,verified_by
BATCH-016,src/services/prompts/modules/json_based_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9qc29uX2Jhc2VkX3J1bGVzX21vZHVsZS5weQ==,3dbd82fc91c06edc9023dc0991f45e3fef8bc4c8,174,181,SYM-0fda0632218fb1901118dd51,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/json_based_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9qc29uX2Jhc2VkX3J1bGVzX21vZHVsZS5weQ==,3dbd82fc91c06edc9023dc0991f45e3fef8bc4c8,183,236,SYM-5c060a207e11a38893893388,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/json_based_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9qc29uX2Jhc2VkX3J1bGVzX21vZHVsZS5weQ==,3dbd82fc91c06edc9023dc0991f45e3fef8bc4c8,238,308,SYM-2e7ab5cf763abed979476594,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/metrics_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9tZXRyaWNzX21vZHVsZS5weQ==,356f7136ceecb9c02dcee6abd2948a15c086257b,1,99,,line_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/metrics_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9tZXRyaWNzX21vZHVsZS5weQ==,356f7136ceecb9c02dcee6abd2948a15c086257b,1,99,SYM-400a1f9acd053b425a638fed,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/metrics_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9tZXRyaWNzX21vZHVsZS5weQ==,356f7136ceecb9c02dcee6abd2948a15c086257b,19,99,SYM-a0797bff55f777a92d56bd31,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/metrics_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9tZXRyaWNzX21vZHVsZS5weQ==,356f7136ceecb9c02dcee6abd2948a15c086257b,27,33,SYM-dd8271f37f7d554ba1ad2f3b,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/metrics_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9tZXRyaWNzX21vZHVsZS5weQ==,356f7136ceecb9c02dcee6abd2948a15c086257b,36,45,SYM-b590d2a23393274ba8fde314,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/metrics_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9tZXRyaWNzX21vZHVsZS5weQ==,356f7136ceecb9c02dcee6abd2948a15c086257b,47,58,SYM-8d9ea51921730d950cb9b896,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/metrics_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9tZXRyaWNzX21vZHVsZS5weQ==,356f7136ceecb9c02dcee6abd2948a15c086257b,60,90,SYM-2584c74c48292983f5b7747d,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/metrics_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9tZXRyaWNzX21vZHVsZS5weQ==,356f7136ceecb9c02dcee6abd2948a15c086257b,92,99,SYM-8d95910f75820f5b3051ef8a,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/output_specification_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9vdXRwdXRfc3BlY2lmaWNhdGlvbl9tb2R1bGUucHk=,a51c20077a3084dce44f1da6f36467c7ae0b3725,1,174,,line_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/output_specification_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9vdXRwdXRfc3BlY2lmaWNhdGlvbl9tb2R1bGUucHk=,a51c20077a3084dce44f1da6f36467c7ae0b3725,1,174,SYM-4987b756d03d0dc2ed4add73,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/output_specification_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9vdXRwdXRfc3BlY2lmaWNhdGlvbl9tb2R1bGUucHk=,a51c20077a3084dce44f1da6f36467c7ae0b3725,18,174,SYM-f22ef99e5e0a9fb2f30d492f,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/output_specification_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9vdXRwdXRfc3BlY2lmaWNhdGlvbl9tb2R1bGUucHk=,a51c20077a3084dce44f1da6f36467c7ae0b3725,26,34,SYM-ae7c00cf12471a9dd6606b95,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/output_specification_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9vdXRwdXRfc3BlY2lmaWNhdGlvbl9tb2R1bGUucHk=,a51c20077a3084dce44f1da6f36467c7ae0b3725,36,50,SYM-883be945007fe5dd8540c104,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/output_specification_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9vdXRwdXRfc3BlY2lmaWNhdGlvbl9tb2R1bGUucHk=,a51c20077a3084dce44f1da6f36467c7ae0b3725,52,62,SYM-be47eb7a60a886ca340104a9,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/output_specification_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9vdXRwdXRfc3BlY2lmaWNhdGlvbl9tb2R1bGUucHk=,a51c20077a3084dce44f1da6f36467c7ae0b3725,64,128,SYM-e3f51c0fc7c1d7a773a2c99f,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/output_specification_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9vdXRwdXRfc3BlY2lmaWNhdGlvbl9tb2R1bGUucHk=,a51c20077a3084dce44f1da6f36467c7ae0b3725,130,137,SYM-ed9d8cc83a09eccb0df44bb1,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/output_specification_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9vdXRwdXRfc3BlY2lmaWNhdGlvbl9tb2R1bGUucHk=,a51c20077a3084dce44f1da6f36467c7ae0b3725,139,146,SYM-e02614d9a52b5a740fd72270,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/output_specification_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9vdXRwdXRfc3BlY2lmaWNhdGlvbl9tb2R1bGUucHk=,a51c20077a3084dce44f1da6f36467c7ae0b3725,148,165,SYM-b196825823573fdfca6f3b89,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/output_specification_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9vdXRwdXRfc3BlY2lmaWNhdGlvbl9tb2R1bGUucHk=,a51c20077a3084dce44f1da6f36467c7ae0b3725,167,174,SYM-b49e6be1853300614f3cfc2b,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,1,552,,line_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,1,552,SYM-4b81ef268eac32c8001f38e5,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,25,26,SYM-fdc831c6d60bd734344c80c4,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,29,30,SYM-7ad699e28b961525b1175249,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,33,552,SYM-f97d113305f634b67b11eb77,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,41,57,SYM-d9cbe34a79c09ed0e7efcf2c,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,59,79,SYM-6eafb300a9f0cfe98962e042,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,81,95,SYM-83784c8a6139fb563fa6f9ec,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,97,141,SYM-8e0355c892a845c288c7c00f,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,143,227,SYM-db6ed780f736dfc3b820a7c1,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,229,282,SYM-fb23e2c34f7ecae76f89e37e,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,284,321,SYM-ad3ef8f7bb850c6033c8c17f,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,323,364,SYM-d0a084505c0d8f43049ab8ff,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,366,374,SYM-421e2454cab417b09d3fcbc1,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,376,401,SYM-6b1f71d8010f1651a6c9ec35,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,403,510,SYM-26fa0914dbd8a70dbb3de9a2,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,512,519,SYM-c6cd8c6706ffb7eda7e03f3c,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,521,540,SYM-576c2e889f7d17e590c3b8d7,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,540,540,SYM-157d4b973568467daded8853,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,542,552,SYM-2b581b5d2ffb7d8366e706b8,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/prompt_orchestrator.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9wcm9tcHRfb3JjaGVzdHJhdG9yLnB5,10dc464ecec92b535a614be64f671ee5eddfc78a,550,550,SYM-6c7e59bccc66b42990176799,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/semantic_categorisation_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zZW1hbnRpY19jYXRlZ29yaXNhdGlvbl9tb2R1bGUucHk=,f25b49a473105c68f383b9143066a482f194015b,1,275,,line_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/semantic_categorisation_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zZW1hbnRpY19jYXRlZ29yaXNhdGlvbl9tb2R1bGUucHk=,f25b49a473105c68f383b9143066a482f194015b,1,275,SYM-d07c5dbe822514790c47c1c6,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/semantic_categorisation_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zZW1hbnRpY19jYXRlZ29yaXNhdGlvbl9tb2R1bGUucHk=,f25b49a473105c68f383b9143066a482f194015b,31,275,SYM-963a2128e55bcf7df9d4042f,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/semantic_categorisation_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zZW1hbnRpY19jYXRlZ29yaXNhdGlvbl9tb2R1bGUucHk=,f25b49a473105c68f383b9143066a482f194015b,39,45,SYM-c835c9be7bb987f3cbdc3553,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/semantic_categorisation_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zZW1hbnRpY19jYXRlZ29yaXNhdGlvbl9tb2R1bGUucHk=,f25b49a473105c68f383b9143066a482f194015b,47,60,SYM-1acb0172e796e1194820ae44,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/semantic_categorisation_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zZW1hbnRpY19jYXRlZ29yaXNhdGlvbl9tb2R1bGUucHk=,f25b49a473105c68f383b9143066a482f194015b,62,72,SYM-90219a68c372fa233e5a5b7e,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/semantic_categorisation_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zZW1hbnRpY19jYXRlZ29yaXNhdGlvbl9tb2R1bGUucHk=,f25b49a473105c68f383b9143066a482f194015b,74,114,SYM-5f383c565de57e49a5415895,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/semantic_categorisation_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zZW1hbnRpY19jYXRlZ29yaXNhdGlvbl9tb2R1bGUucHk=,f25b49a473105c68f383b9143066a482f194015b,116,123,SYM-f3145548d40a67146a01b0e4,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/semantic_categorisation_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zZW1hbnRpY19jYXRlZ29yaXNhdGlvbl9tb2R1bGUucHk=,f25b49a473105c68f383b9143066a482f194015b,125,164,SYM-b02a5384576010687d5ea02a,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/semantic_categorisation_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zZW1hbnRpY19jYXRlZ29yaXNhdGlvbl9tb2R1bGUucHk=,f25b49a473105c68f383b9143066a482f194015b,166,275,SYM-bb0b1a77a040750fbd35df80,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,1,307,,line_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,1,307,SYM-e4295e43762cbcb7559e058b,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,18,307,SYM-1cd76ec18ec2a1c7ac0d7eea,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,26,33,SYM-ef370737451a7a53600f3b14,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,35,47,SYM-fe864bcc1b7ca066daf11168,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,49,59,SYM-781068784ddab6c25c28a8b0,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,61,121,SYM-6645b10b7a8a4336489ae4e0,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,123,130,SYM-760f420db5d3d94fed3569b4,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,132,151,SYM-b56cfaae5fc415f7ce8254b1,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,153,167,SYM-bae42edbdd2cebd345b6674c,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,169,186,SYM-f349e30b8c2810a2f0c1bc3e,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,188,205,SYM-de6bbb0b77fcb7772a8d9a65,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,207,225,SYM-7a784040b9cbfcb7187a3c07,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,227,245,SYM-3d8b2cc248ae5f7f7a9f91ec,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,247,265,SYM-da6dfcefa216bfa4edf12d2f,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,267,286,SYM-02b1dbf30d97d89f46be0798,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/structure_rules_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy9zdHJ1Y3R1cmVfcnVsZXNfbW9kdWxlLnB5,ea9fcea97130aa68e68b26f041767338f6f9f95b,288,307,SYM-4911e32d7ce9131c78513bc4,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/template_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy90ZW1wbGF0ZV9tb2R1bGUucHk=,5f084342e5ad02f72175382d4ba28dcebe64f7d8,1,255,,line_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/template_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy90ZW1wbGF0ZV9tb2R1bGUucHk=,5f084342e5ad02f72175382d4ba28dcebe64f7d8,1,255,SYM-fcb09dd8e5306a78e46d4a44,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/template_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy90ZW1wbGF0ZV9tb2R1bGUucHk=,5f084342e5ad02f72175382d4ba28dcebe64f7d8,18,255,SYM-978d6bdbb8ecdc860c2cca94,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/template_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy90ZW1wbGF0ZV9tb2R1bGUucHk=,5f084342e5ad02f72175382d4ba28dcebe64f7d8,26,34,SYM-e80b3f147b40a16c624f314a,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/template_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy90ZW1wbGF0ZV9tb2R1bGUucHk=,5f084342e5ad02f72175382d4ba28dcebe64f7d8,36,50,SYM-e608124ed850e7db96ee8e35,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/template_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy90ZW1wbGF0ZV9tb2R1bGUucHk=,5f084342e5ad02f72175382d4ba28dcebe64f7d8,52,67,SYM-4c3e8781c6d56ed4a07a73b9,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/template_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy90ZW1wbGF0ZV9tb2R1bGUucHk=,5f084342e5ad02f72175382d4ba28dcebe64f7d8,69,134,SYM-eb0440dfbe0e48d2b0d288c2,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/template_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy90ZW1wbGF0ZV9tb2R1bGUucHk=,5f084342e5ad02f72175382d4ba28dcebe64f7d8,136,148,SYM-0d00b940b4155acff2b809cb,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/template_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy90ZW1wbGF0ZV9tb2R1bGUucHk=,5f084342e5ad02f72175382d4ba28dcebe64f7d8,150,173,SYM-bd0558e246e6499eba5602f2,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/template_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy90ZW1wbGF0ZV9tb2R1bGUucHk=,5f084342e5ad02f72175382d4ba28dcebe64f7d8,175,212,SYM-d34150d24334bb86c68ed1a1,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/modules/template_module.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvbW9kdWxlcy90ZW1wbGF0ZV9tb2R1bGUucHk=,5f084342e5ad02f72175382d4ba28dcebe64f7d8,214,255,SYM-5ff4623b362ad89099885cbc,symbol_owner,codex-root,codex-hypatia
BATCH-016,src/services/prompts/prompt_service_v2.py,c3JjL3NlcnZpY2VzL3Byb21wdHMvcHJvbXB0X3NlcnZpY2VfdjIucHk=,142ffeb752bc974d3315096f37837f166780a8c5,1,487,,line_owner,codex-root,codex-hypatia
