batch,status,reviewer,verified_by,manifest_sha256,membership_sha256
BATCH-126,verified,codex-hypatia,codex-kierkegaard,433cc829308eb6f42ee6cffc6f535036594f2399581684e7d0cc610b752229fe,4ebb90f68c0cea95630e7d3b56b5662ac733f25a6d405eb78b26d1d3464eab2d
BATCH-127,verified,codex-hypatia,codex-kierkegaard,34048463a2a90df546923e702018f4987a14ea43efa23516ff9914574ea87726,32364d41464dd35fc0039d235ee1f080960227175f4169c3848f5dd0727a2f5b
BATCH-128,verified,codex-hypatia,codex-kierkegaard,2315ee9e1fd8ba3c146d24850a4e46596b991d08c4933962f0c06778885bc22a,777c8a76194074548ace2185ef4eb1ed89e4ee3e349a88478eb1a832deef338c
BATCH-129,verified,codex-hypatia,codex-kierkegaard,9b22611ec1ba7249200573e7d4697d693b1bad01b07cf48d015c212d73c1a49f,9837102367b4078903e67c99e83659fca79a8cc76be61743ebcc597fd9995c4a
BATCH-130,verified,codex-hypatia,codex-kierkegaard,33218777765ef173d88b769bf9b0b94a540cd6c3587b6c74769cd7cb3c798e39,e2a2786a73786c477162e36c6221936527c4e62439070636e15e543dd50c9f84
BATCH-131,verified,codex-hypatia,codex-kierkegaard,0a957b79cf2dafdd1728c68aaafac8bfb8016622a8c472b1ba61a7dce2456628,b5925fa7d42b9d3f73a0be1c0b38404b08df9a364f3db6cfe44024711f3c3ae4
BATCH-132,verified,codex-galileo,codex-hypatia,94ec4f23df469a2bae70f582810a648b419a232a76b967e26969263645ff06b9,e0aed5355e7826646ebd6b31c33c51c36bb745477b16fa25a4d23be72d839c69
BATCH-133,verified,codex-galileo,codex-hypatia,6b7a9f3fcb1df66a13457f29293bba6e2cd888f047c423ccc91cb6fa4ca8edb1,0e5fdd2b016b7bb679d21bcadc1c130204a08c51243e9137d657e058ba774ff9
BATCH-134,verified,codex-galileo,codex-hypatia,9e8c3908a0eef0f8548807342e463485a610c3e037a41d071341df944a9e3989,506e6eee4da51d07324ba06aa054a9125f2f5458e481724ece62931feafab25c
BATCH-135,verified,codex-galileo,codex-hypatia,579f321177a0aab72616086b7d418a186913ec209d2aeb3e9d688ce81d827f75,a9b2533ac7dc45c05cfe05fa948aec2f0a8bb8b8324a682bf7c2315763191c39
BATCH-136,pending,,,d28ea730932e0ad5ad2eef8b0557e89bc0e698e24bc60ec3528e0bb22e36c80e,05741bcdc15b9ff908cf98f6b0ba7cadd80f4b10df22b3f71c6d1ca662a6ad90
BATCH-137,pending,,,64d1cc76098daae9d6d738057dcde491470e652b7eb8237a49ddd2b04a8a3681,e1abebf07cc365c0d09232a8a85178dde86a83d77e1202e20d1275a435ed1fb6
BATCH-138,pending,,,5a5e3ded747d321f5558dac470144ed7d8135df779650dbd40d0cd963ecce6e5,f95241d621ab229687d16df20703e731449a7527186529d3f902e5a6bd7dbdbd
BATCH-139,pending,,,2219cb9a74097ef47bd54becdbd2031292e78fc5271be3a6f5c462cfcaf49cea,9c4d12aa7881b4c4d525ed488a4ef77f2fa8d04ea18d736857326ceada1c71b3
BATCH-140,pending,,,4b6569c7de167b76e7c7f94b9f147b6774e0687dac315b4eb2db3a4889956272,334c5e62d20339d6aa6171c87de6c467f070e9ddc6e81ac58a9a2844c316b361
BATCH-141,pending,,,966c49885a431dd46cd25a016dbf997ea141adc43a7ea54072c2f79bcd864b68,c58e7d0e87980f5969b5abba1c82b07c1e7a047db6859193a61199dbd005a073
BATCH-142,pending,,,dc11e1d4220db20e5f3327798debf0d236bb934a0139c36239b3f121e4f64f10,36bbc72d39ef8c0a4341de2f4691abc1240373607cccfef3a33a2d302f151631
BATCH-143,pending,,,1f51b2bcf94dbc95f321b94fdec9b4afd1ad29b6dda9bdb2c267ecffb30d7752,6c8bfb46fae79d797532dc3a764ae38df3a6d2edc7cd9782d434fd170a5d6522
BATCH-144,pending,,,c7f26ab995c91dc52b40b3db8f85d239f7d7ca5481979c7dfa625e48b1e587d1,a03671da91e726c719961b5190b4c767e865d5968c543dc754438ff1d37ea2f5
BATCH-145,pending,,,ec89bf149714da4c5f7cf59406da54a9a8b6f0dfc38be1773389694b6b086da8,7d1685a2776e7ed1d53ba6924ef443977cb8c0460837892b88c9b98ac5ec0fc1
BATCH-146,pending,,,02fd247120af4c8058b2f884e51c32ecad627a2fdd8e2b4faccd7014931f55e6,ad6e8c0b23cef362ddab49add998fef48ce25215101efbb99786e7a4586beba3
BATCH-147,pending,,,363bd5146dee0dc23e215ab815342c7d31b44f8882e2d82b2b9addef981c17a1,cd5a771d0b1cd54460569ac38692ce0eb5f2a97aeff08f500942ea00495bbbf8
BATCH-148,pending,,,e07ce163d9ddfd10d3f5656f22cfcea2bca057a3f565ac6de819332bbfd70e8e,38cadd298b9293fb2d213c80afa7b5dc72b420bc6fca899a5ada51478dad7970
BATCH-149,pending,,,5b5175b5eceecf26cfe960a8aa606c477f68b4ea4ceef2c0fff3b54c99804858,079603ae920b4a63a7b4ff4f120ca148ec9b378882fe7dfa5dbbfe26de097195
BATCH-150,pending,,,e095f831cd91fa288d765cd58bc930e41a381ae96e52c434e6014b98eab36bce,29f8ad80cd6c19ee6d07491c2c89396b1d4827ad6ab604dccd8c1ebd4ab5559c
BATCH-151,pending,,,001c7b6a405c5921eb0a67ece9a34e2df6b76922803c2d5995bb2513e5850ecc,341c8687e4dc7ee6c415c4360cc60b03762029f8aadaf59428cf858b88f3120b
BATCH-152,pending,,,a4d09a1b56af79e5daad1d5637e54c4fa160db77e02d83c8b713096043e3cab2,ee644ae3efb8b17c9518487c74bca0d917c88b050b9ff09523795c819e7ce440
BATCH-153,pending,,,4dc8853e46e1dc367286614c4209ba4306469170dd7db8da7ae1f1513201726f,9bc4366889a10739c3ec32aa8d470ecfa117aed332108bd6c1065918e7c18fcf
BATCH-154,pending,,,0735e8e8181415520c877c6ddec27581a203e1c3a82528e9ea90be71a8cb59d9,e5916d63dd02ef78e9b99fc8b43f09b9ab95aa714193c41837d9e40e014f5687
BATCH-155,pending,,,e821a373aa59bdda4e6e55d24b333cd7e3f895624cc83c82e06548943f8a29eb,c0e2b00ccdd51558af114d14aeaaa74e8bf504ddfe9fbb570490e84281e2ac3f
BATCH-156,pending,,,58659c22540825f691476965b0d1e975c19c17d60425845d3fb877da96fc8334,deb6841cdec1d2ff6523f10d978298c906a862c4e92cf977ebc17b22cd6ab439
BATCH-157,pending,,,534ff250e9614cdc63808dc26544cde6bf8b3209f3a72e8c211535a3ae7ee070,204dba735d0a2f2817753763fcd7a256da8af2da388bc68eea671b6c128e09be
BATCH-158,pending,,,ff890dffacc4dd5f05a71149ee2dd902eb5c07775e7c516ebb6a02bf94f33c76,1531528980e4b47e5705a4a9ba0fad4c66c5279956ccbe45cff3a45cf30b338f
BATCH-159,pending,,,8e765153d9f3b69b717efedf61ad1b57e891e7ee2ef050bc5ee1c6f70854b604,b4a9659e9057b1d90da79d609ef561188280c79fda8002a80f1f2226be5dc9ac
BATCH-160,pending,,,a7417f93a58663b87863e5edb3460ff47f1298110b55df6367a5370f092384eb,19ddaf8194cc5a04271443d9ee3795ca6d699d331fe979fc3a2b451d4b8ec705
BATCH-161,pending,,,72761c2504f8fb283fe4033dee4b473bb33414c119f8f53a9467fb6800da51fa,4f2b0b8ea2b807bee2bf7c423c788f842a266fb51523b3baaa9286505d7e185c
BATCH-162,pending,,,98b12c3496f78e0470f8abc2fca6e71875f323170f83e0e253398900df071ed1,cbeca4c3cbca6ab245cf11321c0ace2f5b739cdb9a8079d2f6f57d96e3d125a2
BATCH-163,pending,,,7f6587d9e366b92a16388a5446b0ec58e1430015fbe4f8018cf1dbde5f206a50,6fc1be838415c1f5958b4a0fa5fd53c9a60c90ef6d4de5f5bf514808d8c95f44
BATCH-164,pending,,,bda25c7d596dfa31c1f8bb936ba96a3d32772146e256c0c31de32e060c9a6d58,a0090fa3ef0ecc98bb69530af19e2af9fb115f47d9abaeee9fd5d97a37bdb272
BATCH-165,pending,,,7fff3493f1668030a36728ae62ee3c870fbc0978a1737d08c79f0a1ce41b1511,1487e434c9efc8835a855f76576470f04c7409318d1609e7ec2d0e249bf16f9d
BATCH-166,pending,,,2b8f93ac392c9732ffbc3b00c4ca51cc954e172a31ba1bd2342c39bbf6834156,53b0da92f876b9a5a795735b6300eb19306fec16face6cb91d4e71d0064b61e6
BATCH-167,pending,,,f1de2c2adef98d44670556a8ee1588bde43871c51a44dc710308ec08a4f89055,a63628350b2cdfc925eccb072b1bc41fbfcb824cad9c8e3efbe767cf206007ec
BATCH-168,pending,,,3c9e71f47025b245bf83f62440a9b682e63f0630828cf8f6731240c9867549e0,42015745898482fb4a3e8a07fe57fd2294a2705bccd7ca0c33c7b8cd0082dddd
BATCH-169,pending,,,ec244a1455a5b97e36c0b62b74c611ee0b3e1d5ea8742ba7eea19473a22b2325,79d7681a806096a4dd6fe3d61ca22eee425f1c683692b7c5f250bcee63f732df
BATCH-170,pending,,,2e772d72e769b16cdb155f39986c4feaa9dfb49060546d7670caeb0e9c018027,aaa127f8c94083850a8eb232b9fd44c009a252133e5f039c9d81d7d505b07695
BATCH-171,pending,,,def4750c5304273b39de8bc3ea3462f3bf1895c2074910849a3d82ddd6e6e6d0,0a3fdcebcab0b241fb308825f348908206d9f0abda39cdfd2cae6ecce84d8dcc
BATCH-172,pending,,,e0cd2fe79a8c4d42fe41450d596fdb346d0593deaf608dc6c117ee881fe5e31e,97172c2cc797f6de04b07a1f057756a135f91c07d1a85ba1babb0297cabd0013
BATCH-173,pending,,,20cbd315c2edd1f719db2799207a0fdbd9f4338e9bcd48476097b9bd29b68a06,05d71bf20ce8ae08be89b000ba11521dea817e80d57cc8049a87329a26720148
BATCH-174,pending,,,ae79c75873c22c4428e2c5900d35ae018d470ae8a8c669af1d27d30b41f21324,672434ca14eac35c1b62861425813ae0ace4c175dd06b514565ca4ff7927a969
BATCH-175,pending,,,f7b70f8c511b2c88c4253a89af451caa42dca3882f312492826416ddda5fe7fa,232e1514f4e95af2bf4be6448a304b027fd0c48fa56ae18df7efc7d2f74718eb
BATCH-176,pending,,,1c154d8c5e29c6a204ae00b975c3f6143c1c4df793dea01691bf02b1e104053c,b1d445752eabf1a6b27e562b2d8bc592843656ee5dbb2f5be9c57421a8538df3
BATCH-177,pending,,,c8e2698f98adf5020d12ccd5315ac3f4655c36d14056add318aece6a4ddbfc7f,d3fe3eeb0553658a214e4f55579cfe1851d23cb9aa8008260b17751944d999c0
BATCH-178,pending,,,50e67d07c0a995b5f6df65fdd55553994dfe073e27a775b4f88c44727a400131,7a3bbfa0abc56d01e06bf1b5d04598f712ed438441b4af7652adbab8a8403456
BATCH-179,pending,,,750eca99daee441fabe610f6a2bd26bb7785c8ba3e9ae6b106b015ee5b819a48,3778bc55218af64a957f276e6e6277ee77cfa1411fb101db27dce956cf551073
BATCH-180,pending,,,8fe39c75c8c8749a17567bc083ce3ae1ddf71e1c6857ca128b3c4b2dbc17566f,0c5140c41c43ed05ca1c6fa79ca942b79b2e3e051d1a4b96dde4763e8bc4ab28
BATCH-181,pending,,,526f8e6862aef56a5ee4af0b38e9fc9a0df835b8aeeda63db9352975a3d2c086,045b3a7aa61cbd99abe17a6202c9f52921ba8e107dbd488b575dd5447bee480e
BATCH-182,pending,,,832dcdf0395338990876a297855c779d5f0338736e9995d4ec2ccbf5593f8843,6db3b5e61d1ad77b4fc895f9cbf081c4b126ee39471f2a3ca2eb37af2aed5d82
BATCH-183,pending,,,2abd272b450638ae255ec736c60c8f3ffa2ce16d08d17f632bcb9b035df45a14,8700b571eca720f8be3dfff02d1f25dfd4018f9d109090eb4800786c475a8592
BATCH-184,pending,,,2352dddb303fbc1c9612570d14ac2bbbe1653dcb9ed2dfb4675df1935cb3d07a,68137f30c30b02853e60053f76b8418e70039d7ac53d7589db3af76fcd7ee102
