Begrip,Context,Juridische context,Wettelijke basis,Definitie_origineel,Definitie_gecorrigeerd,Voorbeelden,Toelichting,Synoniemen,Antoniemen,Vrije input,Datum,Voorsteller,Ketenpartners,Timestamp,Regel 1,Regel 2,Regel 3,Regel 4,Regel 5,Regel 6,Regel 7,Regel 8,Regel 9,Regel 10,Regel 11,Regel 12,Regel 13,Regel 14,Regel 15,Regel 16,Regel 17,Regel 18,Regel 19,Regel 20,Regel 21,Regel 22,Regel 23,Regel 24,Regel 25,Regel 26,Regel 27,Regel 28,Regel 29,Regel 30,Regel 31,Regel 32,Regel 33,Regel 34,Regel 35,Regel 36,Versietype,Regel 37,Regel 38,Regel 39,Regel 40,Regel 41,Regel 42,Regel 43,Regel 44,Regel 45,Definitie,Expert-review,Voorbeeld_zinnen,Praktijkvoorbeelden
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonskenmerken van een individu worden geverifieerd om diens identiteit te bevestigen, gebaseerd op officieel erkende documenten of gegevens.","Procedure waarbij de unieke persoonskenmerken van een individu worden geverifieerd om diens identiteit te bevestigen, gebaseerd op officieel erkende documenten of gegevens.",,"Identiteitsvaststelling is het proces waarbij de identiteit van een persoon wordt geverifieerd of bevestigd. Dit wordt vaak gedaan door het controleren van officiële identificatiedocumenten zoals een paspoort of rijbewijs. In de context van overheidsdocumenten kan identiteitsvaststelling verwijzen naar de procedures die overheidsinstanties, zoals de Koninklijke Marechaussee (KMAR), volgen om de identiteit van een persoon te verifiëren.

In de juridische context, bijvoorbeeld in het strafrecht, is identiteitsvaststelling belangrijk om te zorgen dat de juiste persoon wordt aangeklaagd en berecht. Het is essentieel voor het handhaven van de rechtsstaat en het waarborgen van een eerlijk proces.

De wettelijke basis voor identiteitsvaststelling kan worden gevonden in de Politiegegevenswet. Deze wet reguleert hoe de politie persoonsgegevens mag verwerken, inclusief de procedures voor identiteitsvaststelling. Het zorgt ervoor dat de rechten van individuen worden gerespecteerd en dat de politie haar taken effectief kan uitvoeren.

Identiteitsvaststelling is dus een cruciaal proces in","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimisering
3. Identiteitsverduistering
4. Naamloosheid
5. Onbekendheid",,2025-06-18,,,2025-06-18T10:55:56.740689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonskenmerken van een individu worden geverifieerd om diens identiteit te bevestigen, gebaseerd op officieel erkende documenten of gegevens.",,"1. ""Bij de grenscontrole voerde de KMAR een identiteitsvaststelling uit om te controleren of de reiziger wel was wie hij beweerde te zijn.""
2. ""In het kader van het strafrecht is een correcte identiteitsvaststelling van de verdachte essentieel om een eerlijk proces te garanderen.""
3. ""Volgens de Politiegegevenswet is de politie gerechtigd om een identiteitsvaststelling uit te voeren bij personen die verdacht worden van een strafbaar feit.""","Voorbeeld 1: Identiteitscontrole op Schiphol
De Koninklijke Marechaussee (KMAR) voert op Schiphol regelmatig identiteitscontroles uit om de veiligheid te waarborgen. Tijdens deze controles wordt de identiteit van reizigers vastgesteld aan de hand van hun paspoort of identiteitskaart. Deze documenten worden beschouwd als officiële erkende documenten die unieke persoonskenmerken bevatten, zoals naam, geboortedatum en nationaliteit. De KMAR controleert of de gegevens op het document overeenkomen met de persoon die het document presenteert. Dit wordt gedaan in overeenstemming met de Politiegegevenswet, die de wettelijke basis biedt voor het verwerken van persoonsgegevens door de politie voor de uitvoering van haar taken.

Voorbeeld 2: Controle van de identiteit van verdachten
In het kader van het strafrecht, kan de KMAR de identiteit van een verdachte vaststellen. Wanneer er een vermoeden is van een strafbaar feit, heeft de KMAR de bevoegdheid om de identiteit van de verdachte te controleren. Dit wordt gedaan door het controleren van officiële documenten zoals een rijbewijs, paspoort of identiteitskaart. De KMAR controleert of de gegevens op het document overeenkomen met de persoon die het document presenteert. Deze procedure wordt uitgevoerd in overeenstemming met de Politiegegevenswet.

Voorbeeld 3: Identiteitsvaststelling bij grenscontroles
De KMAR voert ook grenscontroles uit waarbij de identiteit van personen wordt vastgesteld. Dit wordt gedaan om illegale immigratie en mensensmokkel tegen te gaan. Tijdens deze controles wordt de identiteit van personen vastgesteld aan de hand van hun paspoort of identiteitskaart. De KMAR controleert of de gegevens op het document overeenkomen met de persoon die het document presenteert. Dit wordt gedaan in overeenstemming met de Politiegegevenswet, die de wettelijke basis biedt voor het verwerken van persoonsgegevens door de politie voor de uitvoering van haar taken."
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonskenmerken van een individu worden geverifieerd om diens identiteit te bevestigen, gebaseerd op officieel erkende documenten of gegevens.","Procedure waarbij de unieke persoonskenmerken van een individu worden geverifieerd om diens identiteit te bevestigen, gebaseerd op officieel erkende documenten of gegevens.",,"Identiteitsvaststelling is het proces waarbij de identiteit van een persoon wordt geverifieerd of bevestigd. Dit wordt vaak gedaan door het controleren van officiële identificatiedocumenten zoals een paspoort of rijbewijs. In de context van overheidsdocumenten kan identiteitsvaststelling verwijzen naar de procedures die overheidsinstanties, zoals de Koninklijke Marechaussee (KMAR), volgen om de identiteit van een persoon te verifiëren.

In de juridische context, bijvoorbeeld in het strafrecht, is identiteitsvaststelling belangrijk om te zorgen dat de juiste persoon wordt aangeklaagd en berecht. Het is essentieel voor het handhaven van de rechtsstaat en het waarborgen van een eerlijk proces.

De wettelijke basis voor identiteitsvaststelling kan worden gevonden in de Politiegegevenswet. Deze wet reguleert hoe de politie persoonsgegevens mag verwerken, inclusief de procedures voor identiteitsvaststelling. Het zorgt ervoor dat de rechten van individuen worden gerespecteerd en dat de politie haar taken effectief kan uitvoeren.

Identiteitsvaststelling is dus een cruciaal proces in","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimisering
3. Identiteitsverduistering
4. Naamloosheid
5. Onbekendheid",,2025-06-18,,,2025-06-18T11:02:21.984545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonskenmerken van een individu worden geverifieerd om diens identiteit te bevestigen, gebaseerd op officieel erkende documenten of gegevens.",,"1. ""Bij de grenscontrole voerde de KMAR een identiteitsvaststelling uit om te controleren of de reiziger wel was wie hij beweerde te zijn.""
2. ""In het kader van het strafrecht is een correcte identiteitsvaststelling van de verdachte essentieel om een eerlijk proces te garanderen.""
3. ""Volgens de Politiegegevenswet is de politie gerechtigd om een identiteitsvaststelling uit te voeren bij personen die verdacht worden van een strafbaar feit.""","Voorbeeld 1: Identiteitscontrole op Schiphol
De Koninklijke Marechaussee (KMAR) voert op Schiphol regelmatig identiteitscontroles uit om de veiligheid te waarborgen. Tijdens deze controles wordt de identiteit van reizigers vastgesteld aan de hand van hun paspoort of identiteitskaart. Deze documenten worden beschouwd als officiële erkende documenten die unieke persoonskenmerken bevatten, zoals naam, geboortedatum en nationaliteit. De KMAR controleert of de gegevens op het document overeenkomen met de persoon die het document presenteert. Dit wordt gedaan in overeenstemming met de Politiegegevenswet, die de wettelijke basis biedt voor het verwerken van persoonsgegevens door de politie voor de uitvoering van haar taken.

Voorbeeld 2: Controle van de identiteit van verdachten
In het kader van het strafrecht, kan de KMAR de identiteit van een verdachte vaststellen. Wanneer er een vermoeden is van een strafbaar feit, heeft de KMAR de bevoegdheid om de identiteit van de verdachte te controleren. Dit wordt gedaan door het controleren van officiële documenten zoals een rijbewijs, paspoort of identiteitskaart. De KMAR controleert of de gegevens op het document overeenkomen met de persoon die het document presenteert. Deze procedure wordt uitgevoerd in overeenstemming met de Politiegegevenswet.

Voorbeeld 3: Identiteitsvaststelling bij grenscontroles
De KMAR voert ook grenscontroles uit waarbij de identiteit van personen wordt vastgesteld. Dit wordt gedaan om illegale immigratie en mensensmokkel tegen te gaan. Tijdens deze controles wordt de identiteit van personen vastgesteld aan de hand van hun paspoort of identiteitskaart. De KMAR controleert of de gegevens op het document overeenkomen met de persoon die het document presenteert. Dit wordt gedaan in overeenstemming met de Politiegegevenswet, die de wettelijke basis biedt voor het verwerken van persoonsgegevens door de politie voor de uitvoering van haar taken."
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonskenmerken van een individu worden geverifieerd, op basis van officiële en betrouwbare bronnen, om de juridische identiteit van dat individu te bevestigen.","Procedure waarbij de unieke persoonskenmerken van een individu worden geverifieerd, op basis van officiële en betrouwbare bronnen, om de juridische identiteit van dat individu te bevestigen.",,"Identiteitsvaststelling is een proces waarbij de identiteit van een persoon wordt bevestigd. Dit kan bijvoorbeeld gebeuren door het controleren van officiële identificatiedocumenten zoals een paspoort of rijbewijs. Het is een belangrijk aspect in verschillende situaties, zoals bij het aangaan van contracten, bij het verlenen van diensten of bij het handhaven van de wet.

In de context van overheidsdocumenten wordt het begrip 'identiteitsvaststelling' vaak gebruikt in relatie tot wetshandhaving en justitie. Het is bijvoorbeeld een essentieel onderdeel van het strafrechtelijk proces, waarbij de identiteit van een verdachte of getuige moet worden vastgesteld om ervoor te zorgen dat de juiste persoon wordt aangeklaagd of gehoord.

De Politiegegevenswet geeft de wettelijke basis voor de verwerking van persoonsgegevens door de politie, inclusief gegevens die worden gebruikt voor identiteitsvaststelling. Deze wet stelt strikte eisen aan hoe deze gegevens mogen worden verzameld, opgeslagen en gebruikt, om de privacy van individuen te beschermen.

Bij de Koninklijke Marechaussee (KMAR","1. Persoonsverificatie
2. Identificatieproces
3. Persoonsidentificatie
4. Identiteitscontrole
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimisering
3. Identiteitsvervalsing
4. Onbekendmaking
5. Verhulling van persoonsgegevens",,2025-06-18,,,2025-06-18T11:03:48.060727,"🟡 CON-01: bredere contexttaal herkend (e, om), formulering mogelijk vaag","🟡 CON-02: bronvermelding aanwezig (De definitie van 'identiteitsvaststelling' binnen de context van de Koninklijke Marechaussee (KMAR) en het strafrecht, en met betrekking tot de Politiegegevenswet, is gebaseerd op verschillende bronnen:

1. De Politiegegevenswet: Deze wet bevat bepalingen over de verwerking van politiegegevens. In deze context is identiteitsvaststelling van belang om de juiste persoon aan de juiste gegevens te koppelen.

2. De Wet op de identificatieplicht: Deze wet verplicht iedereen vanaf 14 jaar om een geldig identiteitsbewijs te kunnen tonen wanneer de politie of andere toezichthouders daarom vragen. Dit is een belangrijk instrument voor de KMAR en andere handhavingsinstanties bij het vaststellen van iemands identiteit.

3. Het Wetboek van Strafvordering: In dit wetboek staan de procedures die gevolgd moeten worden bij het opsporen en vervolgen van strafbare feiten. Hierin is ook opgenomen dat de politie de bevoegdheid heeft om de identiteit van personen vast te stellen.

4. Het Handboek voor de Marechaussee: Dit handboek bevat richtlijnen voor de taken en bevoegdheden van de KMAR, inclusief het vaststellen van de identiteit van personen.

5. De Algemene wet bestuursrecht (Awb): In deze wet zijn algemene regels opgenomen over de relatie tussen de overheid en burgers, bedrijven of organisaties. Ook hierin is het belang van correcte identiteitsvaststelling benadrukt.

6. Diverse juridische literatuur en jurisprudentie: Deze bronnen bieden verdieping en interpretatie van de genoemde wetten en richtlijnen, en geven inzicht in hoe de term 'identiteitsvaststelling' in de praktijk wordt toegepast en geïnterpreteerd.

7. Training en ervaring binnen de KMAR: De praktijkervaring en training van KMAR-personeel bieden waardevolle inzichten in de praktische toepassing van identiteitsvaststelling.

Let op: dit is een algemene uitleg en kan variëren afhankelijk van de specifieke context en situatie.), maar mogelijk te algemeen",✔️ ESS-01: geen doelgerichte formuleringen aangetroffen in de definitie,❌ ESS-02: geen expliciet type of instantie herkend in de definitie,❌ ESS-03: geen unieke of onderscheidende formuleringen gevonden,❌ ESS-04: geen toetsbare elementen herkend in de definitie,❌ ESS-05: geen onderscheidende formulering aangetroffen in de definitie,"❌ INT-01: complexe elementen gevonden (waarbij, ,, en), maar geen expliciet fout voorbeeld herkend",✔️ INT-02: geen beslisregels of voorwaardelijke formuleringen aangetroffen,✔️ INT-03: geen voornaamwoord-verwijzingen aangetroffen,✔️ INT-04: geen onduidelijke lidwoord-verwijzingen aangetroffen,"❌ INT-06: toelichtende elementen gevonden (waarbij), maar geen expliciet fout voorbeeld herkend","❌ INT-07: afkortingen gevonden (basis, op, te, worden, van, en, unieke, dat, de, een, om), maar geen toelichting of verwijzing gevonden",✅ INT-08: definitie bevat geen negatieve formuleringen,✅ INT-09: geen opsommingen gevonden in de definitie,✅ INT-10: geen ontoegankelijke of impliciete achtergrondverwijzingen gevonden,✔️ SAM-01: geen afwijkende kwalificaties aangetroffen in de definitie,✔️ SAM-02: geen herhalingen van de term of elementen ervan in de definitie,✔️ SAM-03: geen geneste of verweven definities aangetroffen,✔️ SAM-04: geen conflictieve formuleringen aangetroffen – mogelijk correct gedefinieerd,✔️ SAM-05: geen cirkeldefinitie herkend,✔️ SAM-06: geen synoniemgebruik herkend,✔️ SAM-07: geen uitbreidende elementen herkend,✔️ SAM-08: geen synoniemverwijzing herkend – mogelijk correct toegepast,✔️ STR-01: geen werkwoordelijke start herkend – mogelijk goed geformuleerd,✔️ STR-02: geen herhaling van term herkend – mogelijk correct geformuleerd,✔️ STR-03: geen synonieme formulering gevonden,✔️ STR-04: geen algemene kick-off zonder toespitsing,✔️ STR-05: geen constructie-elementen gevonden,✔️ STR-06: geen formuleringen die informatiebehoefte suggereren,✔️ STR-07: geen dubbele ontkenning aangetroffen,"❌ STR-08: dubbelzinnige 'en'-constructie(s) gevonden (), context verduidelijken",✔️ STR-09: geen dubbelzinnige 'of'-constructies aangetroffen,✔️ VER-01: term is enkelvoudig,✔️ VER-02: definitie is enkelvoudig geformuleerd,"❌ VER-03: werkwoord niet in infinitief (), controle nodig",AI,✔️ ARAI01: geen werkwoorden als kern gevonden in de definitie,✔️ ARAI02: geen containerbegrippen zonder concretisering aangetroffen,✔️ ARAI02SUB1: geen containerbegrippen aangetroffen,✔️ ARAI02SUB2: geen ambtelijke containerbegrippen aangetroffen,✔️ ARAI03: geen subjectieve bijvoeglijke naamwoorden aangetroffen,✔️ ARAI04: geen modale hulpwerkwoorden aangetroffen,✔️ ARAI04SUB1: geen modale werkwoorden aangetroffen in de definitie,✔️ ARAI05: geen impliciete aannames aangetroffen,⚠️ ARAI06: fout bij uitvoeren toetsfunctie – toets_ARAI06() got multiple values for argument 'begrip',"Procedure waarbij de unieke persoonskenmerken van een individu worden geverifieerd, op basis van officiële en betrouwbare bronnen, om de juridische identiteit van dat individu te bevestigen.",,"1. ""Bij de grenscontrole voerde de KMAR een grondige identiteitsvaststelling uit om te controleren of de persoon daadwerkelijk de eigenaar was van het getoonde paspoort.""
2. ""In het kader van het strafrecht is de identiteitsvaststelling van de verdachte een cruciale stap om te verzekeren dat de juiste persoon wordt berecht.""
3. ""Volgens de Politiegegevenswet is de politie bevoegd tot identiteitsvaststelling om de identiteit van de betrokkene te bevestigen.""","Voorbeeld 1:
Een verdachte wordt door de Koninklijke Marechaussee (KMAR) aangehouden op Schiphol op verdenking van drugssmokkel. De KMAR heeft de wettelijke bevoegdheid om de identiteit van de verdachte vast te stellen op basis van de Politiegegevenswet. Zij doen dit door de unieke persoonskenmerken van de verdachte te verifiëren. Dit doen zij door de paspoortgegevens van de verdachte te controleren, een officiële en betrouwbare bron. Hiermee bevestigen zij de juridische identiteit van de verdachte. Dit is een cruciale stap in het strafrechtproces, omdat de verdachte alleen kan worden vervolgd als zijn identiteit met zekerheid is vastgesteld.

Voorbeeld 2:
Een persoon probeert de grens over te steken bij een controlepunt van de Koninklijke Marechaussee (KMAR). De marechaussee heeft de taak om de identiteit van deze persoon te verifiëren om te bepalen of hij legaal het land mag betreden. Volgens de Politiegegevenswet hebben zij de bevoegdheid om de identiteit van de persoon vast te stellen. Zij controleren de paspoortgegevens van de persoon, een officiële en betrouwbare bron, om de unieke persoonskenmerken van de persoon te verifiëren. Hiermee bevestigen zij de juridische identiteit van de persoon, wat noodzakelijk is om te bepalen of de persoon legaal het land mag betreden.

Voorbeeld 3:
Een persoon wordt door de Koninklijke Marechaussee (KMAR) opgepakt op verdenking van identiteitsfraude. De KMAR heeft de wettelijke bevoegdheid om de identiteit van de verdachte vast te stellen op basis van de Politiegegevenswet. Zij doen dit door de unieke persoonskenmerken van de verdachte te verifiëren. Dit doen zij door de vingerafdrukken van de verdachte te vergelijken met de gegevens in de vingerafdrukdatabase, een officiële en betrouwbare bron. Hiermee bevestigen zij de juridische identiteit van de verdachte. Dit is belangrijk in de strafrechtelijke context, omdat de verdachte alleen kan worden vervolgd voor identiteitsfraude als zijn werkelijke identiteit met zekerheid is vastgesteld."
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonskenmerken van een individu worden geverifieerd, op basis van officiële en betrouwbare bronnen, om de juridische identiteit van dat individu te bevestigen.","Procedure waarbij de unieke persoonskenmerken van een individu worden geverifieerd, op basis van officiële en betrouwbare bronnen, om de juridische identiteit van dat individu te bevestigen.",,"Identiteitsvaststelling is een proces waarbij de identiteit van een persoon wordt bevestigd. Dit kan bijvoorbeeld gebeuren door het controleren van officiële identificatiedocumenten zoals een paspoort of rijbewijs. Het is een belangrijk aspect in verschillende situaties, zoals bij het aangaan van contracten, bij het verlenen van diensten of bij het handhaven van de wet.

In de context van overheidsdocumenten wordt het begrip 'identiteitsvaststelling' vaak gebruikt in relatie tot wetshandhaving en justitie. Het is bijvoorbeeld een essentieel onderdeel van het strafrechtelijk proces, waarbij de identiteit van een verdachte of getuige moet worden vastgesteld om ervoor te zorgen dat de juiste persoon wordt aangeklaagd of gehoord.

De Politiegegevenswet geeft de wettelijke basis voor de verwerking van persoonsgegevens door de politie, inclusief gegevens die worden gebruikt voor identiteitsvaststelling. Deze wet stelt strikte eisen aan hoe deze gegevens mogen worden verzameld, opgeslagen en gebruikt, om de privacy van individuen te beschermen.

Bij de Koninklijke Marechaussee (KMAR","1. Persoonsverificatie
2. Identificatieproces
3. Persoonsidentificatie
4. Identiteitscontrole
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimisering
3. Identiteitsvervalsing
4. Onbekendmaking
5. Verhulling van persoonsgegevens",,2025-06-18,,,2025-06-18T11:03:48.120268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonskenmerken van een individu worden geverifieerd, op basis van officiële en betrouwbare bronnen, om de juridische identiteit van dat individu te bevestigen.",,"1. ""Bij de grenscontrole voerde de KMAR een grondige identiteitsvaststelling uit om te controleren of de persoon daadwerkelijk de eigenaar was van het getoonde paspoort.""
2. ""In het kader van het strafrecht is de identiteitsvaststelling van de verdachte een cruciale stap om te verzekeren dat de juiste persoon wordt berecht.""
3. ""Volgens de Politiegegevenswet is de politie bevoegd tot identiteitsvaststelling om de identiteit van de betrokkene te bevestigen.""","Voorbeeld 1:
Een verdachte wordt door de Koninklijke Marechaussee (KMAR) aangehouden op Schiphol op verdenking van drugssmokkel. De KMAR heeft de wettelijke bevoegdheid om de identiteit van de verdachte vast te stellen op basis van de Politiegegevenswet. Zij doen dit door de unieke persoonskenmerken van de verdachte te verifiëren. Dit doen zij door de paspoortgegevens van de verdachte te controleren, een officiële en betrouwbare bron. Hiermee bevestigen zij de juridische identiteit van de verdachte. Dit is een cruciale stap in het strafrechtproces, omdat de verdachte alleen kan worden vervolgd als zijn identiteit met zekerheid is vastgesteld.

Voorbeeld 2:
Een persoon probeert de grens over te steken bij een controlepunt van de Koninklijke Marechaussee (KMAR). De marechaussee heeft de taak om de identiteit van deze persoon te verifiëren om te bepalen of hij legaal het land mag betreden. Volgens de Politiegegevenswet hebben zij de bevoegdheid om de identiteit van de persoon vast te stellen. Zij controleren de paspoortgegevens van de persoon, een officiële en betrouwbare bron, om de unieke persoonskenmerken van de persoon te verifiëren. Hiermee bevestigen zij de juridische identiteit van de persoon, wat noodzakelijk is om te bepalen of de persoon legaal het land mag betreden.

Voorbeeld 3:
Een persoon wordt door de Koninklijke Marechaussee (KMAR) opgepakt op verdenking van identiteitsfraude. De KMAR heeft de wettelijke bevoegdheid om de identiteit van de verdachte vast te stellen op basis van de Politiegegevenswet. Zij doen dit door de unieke persoonskenmerken van de verdachte te verifiëren. Dit doen zij door de vingerafdrukken van de verdachte te vergelijken met de gegevens in de vingerafdrukdatabase, een officiële en betrouwbare bron. Hiermee bevestigen zij de juridische identiteit van de verdachte. Dit is belangrijk in de strafrechtelijke context, omdat de verdachte alleen kan worden vervolgd voor identiteitsfraude als zijn werkelijke identiteit met zekerheid is vastgesteld."
,,,,,,,,,,,2025-06-18,,,2025-06-18T11:07:53.105088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,,,,,,,,,,,2025-06-18,,,2025-06-18T11:08:04.271194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,,,,,,,,,,2025-06-18,,,2025-06-18T11:08:05.459696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,,,,,,,,,2025-06-18,,,2025-06-18T11:08:07.153351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,,,,,,,,2025-06-18,,,2025-06-18T11:08:08.705157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,,,,,,,,2025-06-18,,,2025-06-18T11:08:10.559683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
